Wall time,Step,Value
1680955764.739161,582,0.6895430088043213
1680955906.6127386,1165,0.7041193246841431
1680956048.7228434,1748,0.7038655281066895
1680956190.76747,2331,0.7117695808410645
1680956332.9020944,2914,0.7248238325119019
1680956475.4552443,3497,0.7322035431861877
1680956618.6221437,4080,0.733250081539154
1680956761.4240563,4663,0.6948419213294983
1680956904.242299,5246,0.7199684381484985
1680957047.176138,5829,0.6607457399368286
1680957190.1284344,6412,0.6988924145698547
1680957333.1292922,6995,0.5666949152946472
1680957476.5060449,7578,0.570083498954773
1680957619.8653772,8161,0.5735215544700623
1680957763.262001,8744,0.5303798913955688
1680957907.1271539,9327,0.48940759897232056
1680958050.1700664,9910,0.5412420630455017
1680958192.6534393,10493,0.46021708846092224
1680958335.1707451,11076,0.5327995419502258
1680958477.6613824,11659,0.3229762017726898
1680958620.6200395,12242,0.4445612132549286
1680958763.0870905,12825,0.41788145899772644
1680958905.3213809,13408,0.3769976794719696
1680959047.6199396,13991,0.41094574332237244
1680959190.2704902,14574,0.3963354229927063
1680959332.6936412,15157,0.32673943042755127
1680959475.2192338,15740,0.35788553953170776
1680959619.3081603,16323,0.30370938777923584
1680959762.1646035,16906,0.3039618730545044
1680959906.1919491,17489,0.27611997723579407
1680960049.311887,18072,0.2764187455177307
1680960191.7119558,18655,0.2898569107055664
1680960334.3489265,19238,0.3055744767189026
1680960477.0040965,19821,0.3002782464027405
1680960619.6001177,20404,0.30200445652008057
1680960761.9152715,20987,0.31696903705596924
1680960904.4522183,21570,0.2671857476234436
1680961046.6752746,22153,0.2920817732810974
1680961189.4659586,22736,0.20188111066818237
1680961331.8766003,23319,0.22399666905403137
1680961474.7280378,23902,0.35881853103637695
1680961616.6575804,24485,0.3322475552558899
1680961758.4433546,25068,0.31780171394348145
1680961900.5867221,25651,0.31052184104919434
1680962042.527272,26234,0.312317818403244
1680962185.3759136,26817,0.34554484486579895
1680962327.5458698,27400,0.34193769097328186
1680962469.6233964,27983,0.3453672528266907
1680962611.1618211,28566,0.3750573396682739
1680962753.2797327,29149,0.36940598487854004
1680962895.3852959,29732,0.35934266448020935
1680963038.5186062,30315,0.3502165377140045
1680963181.0237374,30898,0.3208329677581787
1680963323.919368,31481,0.33125054836273193
1680963466.457307,32064,0.31063222885131836
1680963609.2724648,32647,0.321277379989624
1680963751.3246412,33230,0.3227986693382263
1680963894.0060189,33813,0.34112548828125
1680964036.6533477,34396,0.2830069959163666
1680964179.1337166,34979,0.30278855562210083
1680964322.3067822,35562,0.3310830891132355
1680964465.8527212,36145,0.33205077052116394
1680964608.5266318,36728,0.32493364810943604
1680964751.553085,37311,0.32940763235092163
1680964894.1418705,37894,0.3146418631076813
1680965036.314409,38477,0.25985294580459595
1680965178.9935555,39060,0.2910453677177429
1680965320.9385214,39643,0.3025777041912079
1680965464.3386714,40226,0.2892899811267853
1680965607.1459925,40809,0.3101968765258789
1680965749.4751866,41392,0.31408247351646423
1680965891.8435388,41975,0.3251000642776489
1680966035.038832,42558,0.30274710059165955
1680966178.0994856,43141,0.3030140995979309
1680966320.5090477,43724,0.2998204827308655
1680966463.3838642,44307,0.34116342663764954
1680966606.0751896,44890,0.3239107131958008
1680966749.621117,45473,0.30564504861831665
1680966892.436372,46056,0.3253583312034607
1680967035.3318202,46639,0.3195694088935852
1680967178.4543507,47222,0.32826995849609375
1680967320.8833706,47805,0.3060174584388733
1680967464.015895,48388,0.30687737464904785
1680967606.2614582,48971,0.3155522346496582
1680967747.9117935,49554,0.28473353385925293
1680967889.8936107,50137,0.2878018319606781
1680968031.7175815,50720,0.31334641575813293
1680968174.116557,51303,0.2931990623474121
1680968316.7568266,51886,0.2806105613708496
1680968460.7166533,52469,0.2842372953891754
1680968603.5591865,53052,0.3091300129890442
1680968745.994493,53635,0.30072665214538574
1680968888.330819,54218,0.3307352662086487
1680969031.4246352,54801,0.3240865468978882
1680969174.1802232,55384,0.32892361283302307
1680969316.5496588,55967,0.32072269916534424
1680969459.092271,56550,0.3382234275341034
1680969601.3018494,57133,0.33312320709228516
1680969743.575472,57716,0.3256031274795532
1680969886.3604083,58299,0.3170833885669708
1680970029.6881442,58882,0.3385985195636749
1680970172.4662995,59465,0.3245805501937866
1680970314.5630903,60048,0.31999439001083374
1680970456.9716406,60631,0.34225136041641235
1680970601.0614328,61214,0.3196142315864563
1680970744.432926,61797,0.33804214000701904
1680970887.3392391,62380,0.3513476848602295
1680971030.46839,62963,0.3276827931404114
1680971173.1809807,63546,0.33474308252334595
1680971315.5925443,64129,0.33084836602211
1680971457.8221989,64712,0.32155248522758484
1680971600.996684,65295,0.36671870946884155
1680971743.4366586,65878,0.3133154511451721
1680971886.2137892,66461,0.32404184341430664
1680972029.8193152,67044,0.30612272024154663
1680972172.6998732,67627,0.32130753993988037
1680972315.7377973,68210,0.303226113319397
1680972458.5265355,68793,0.33533763885498047
1680972601.6147776,69376,0.33291828632354736
1680972744.32007,69959,0.3240392208099365
1680972886.9688568,70542,0.32276636362075806
1680973028.606779,71125,0.3136274814605713
1680973170.4630497,71708,0.33214110136032104
1680973311.7173839,72291,0.3148254454135895
1680973454.417273,72874,0.3117687702178955
1680973595.9481578,73457,0.3342188000679016
1680973737.5410664,74040,0.322245329618454
1680973879.5267923,74623,0.3299708962440491
1680974021.0858684,75206,0.31211572885513306
1680974163.127855,75789,0.3415478467941284
1680974304.7532961,76372,0.31909653544425964
1680974446.8529203,76955,0.33674925565719604
1680974588.8764367,77538,0.3218519687652588
1680974730.991218,78121,0.3181186616420746
1680974875.0746882,78704,0.2837582230567932
1680975018.1222448,79287,0.28144779801368713
1680975160.7119355,79870,0.3373139202594757
