Wall time,Step,Value
1680701446.9700089,99,22.489242553710938
1680701472.1176713,299,22.143239974975586
1680701478.3426719,349,21.889968872070312
1680701484.673942,399,21.831867218017578
1680701497.1954505,499,21.865198135375977
1680701503.4816444,549,21.827232360839844
1680701534.2451315,599,21.833736419677734
1680701565.5410502,849,21.616878509521484
1680701571.814569,899,21.524314880371094
1680701578.0045683,949,21.562915802001953
1680701584.399905,999,21.460676193237305
1680701603.1605577,1149,21.4627742767334
1680701633.9414499,1199,21.290420532226562
1680701640.1664503,1249,21.29913330078125
1680701646.4169815,1299,21.342498779296875
1680701659.0060532,1399,21.394214630126953
1680701671.5646715,1499,21.381441116333008
1680701677.7776713,1549,21.173954010009766
1680701684.1315138,1599,21.14700698852539
1680701690.4084857,1649,21.10379981994629
1680701733.6122172,1799,21.1694393157959
1680701746.153018,1899,21.04560089111328
1680701752.4201658,1949,21.23102569580078
1680701758.6901667,1999,21.05289077758789
1680701764.925675,2049,21.153196334838867
1680701777.4607878,2149,21.118152618408203
1680701783.7370002,2199,21.10677146911621
1680701790.001511,2249,21.042694091796875
1680701839.6688423,2449,21.088268280029297
1680701845.978352,2499,20.995214462280273
1680701852.2468612,2549,20.882429122924805
1680701858.514864,2599,21.016651153564453
1680701871.0075192,2699,21.088031768798828
1680701933.2338984,2999,21.029991149902344
1680701939.4978986,3049,20.74458885192871
1680701945.8159542,3099,20.7233829498291
1680701952.0991518,3149,20.802522659301758
1680701958.2981524,3199,20.941822052001953
1680701964.5746596,3249,20.719972610473633
1680701977.1374285,3349,20.841522216796875
1680701983.403428,3399,20.703208923339844
1680702020.5240958,3499,20.72160530090332
1680702033.060932,3599,20.740840911865234
1680702051.870688,3749,20.849361419677734
1680702058.0976884,3799,20.612201690673828
1680702064.404877,3849,20.768657684326172
1680702083.2778502,3999,20.668977737426758
1680702089.5268738,4049,20.602439880371094
1680702139.8610482,4249,20.48420524597168
1680702146.0890462,4299,20.729572296142578
1680702152.3901107,4349,20.67107391357422
1680702158.554623,4399,20.604921340942383
1680702164.922621,4449,20.531131744384766
1680702177.511613,4549,20.427061080932617
1680702190.009689,4649,20.47209930419922
1680702221.7260718,4699,20.649263381958008
1680702228.298072,4749,20.43311882019043
1680702234.5835826,4799,20.348234176635742
1680702247.0350955,4899,20.42720603942871
1680702253.267774,4949,20.463748931884766
1680702259.57516,4999,20.500879287719727
1680702272.093679,5099,20.674631118774414
1680702278.3977826,5149,20.5233154296875
1680702315.4652464,5249,20.413530349731445
1680702321.7354767,5299,20.35813331604004
1680702340.5640705,5449,20.499828338623047
1680702346.7730653,5499,20.30568504333496
1680702353.061162,5549,20.525848388671875
1680702359.394671,5599,20.172466278076172
1680702365.652655,5649,20.25733184814453
1680702371.9326842,5699,20.354206085205078
1680702378.199637,5749,20.332794189453125
1680702384.465737,5799,20.141141891479492
1680702421.8531737,5899,20.200942993164062
1680702428.0561726,5949,20.17692756652832
1680702434.3370955,5999,20.293943405151367
1680702440.5927894,6049,20.0515079498291
1680702453.1560607,6149,20.165739059448242
1680702459.4815686,6199,20.077850341796875
1680702478.3054366,6349,20.12816619873047
1680702484.703317,6399,20.127397537231445
1680702528.2970307,6549,20.07794952392578
1680702540.8482127,6649,20.07064437866211
1680702547.0897222,6699,20.160602569580078
1680702553.4487202,6749,19.835922241210938
1680702559.6269476,6799,20.200956344604492
1680702565.8794556,6849,20.133392333984375
1680702572.1494536,6899,20.308134078979492
1680702578.4687567,6949,20.127729415893555
1680702615.4502723,7049,19.912681579589844
1680702634.2178397,7199,19.99839210510254
1680702646.8278692,7299,19.926345825195312
1680702665.6684856,7449,19.71833038330078
1680702678.212998,7549,19.848194122314453
1680702709.1773775,7599,19.6998291015625
1680702715.4803777,7649,19.687942504882812
1680702721.70589,7699,19.795413970947266
1680702727.985023,7749,19.605331420898438
1680702734.2140265,7799,19.924072265625
1680702740.4795325,7849,19.85198402404785
1680702746.7520506,7899,19.77215576171875
1680702752.9960487,7949,19.69772720336914
1680702759.2755606,7999,19.799320220947266
1680702771.8584795,8099,19.905195236206055
1680702808.9453046,8199,19.642868041992188
1680702821.5004647,8299,19.632699966430664
1680702827.8069773,8349,19.723417282104492
1680702834.0979772,8399,19.65211296081543
1680702840.4328573,8449,19.724157333374023
1680702846.687766,8499,19.751235961914062
1680702865.4567003,8649,19.67885971069336
1680702902.8393993,8749,19.72786521911621
1680702927.9292018,8949,19.52245330810547
1680702946.6847358,9099,19.669668197631836
1680702952.9537373,9149,19.489198684692383
1680702965.5989296,9249,19.60901641845703
1680702971.8414714,9299,19.70918083190918
1680703002.307538,9349,19.721721649169922
1680703008.547051,9399,19.355342864990234
1680703014.8130515,9449,19.426984786987305
1680703021.0783005,9499,19.479938507080078
1680703027.320814,9549,19.357341766357422
1680703033.5368123,9599,19.5400333404541
1680703064.894804,9849,19.501962661743164
1680703107.828063,9999,19.404539108276367
1680703120.3728857,10099,19.26864242553711
1680703126.6268997,10149,19.32866096496582
1680703132.9158988,10199,19.336036682128906
1680703139.1940427,10249,19.583942413330078
1680703145.4875555,10299,19.319936752319336
1680703151.7095616,10349,19.503780364990234
1680703164.339884,10449,19.4268856048584
1680703201.097096,10549,19.5150089263916
1680703213.6371064,10649,19.260269165039062
1680703219.8532784,10699,19.23752212524414
1680703226.145789,10749,19.31830596923828
1680703244.986701,10899,19.365306854248047
1680703257.4975874,10999,19.328798294067383
1680703306.8969722,11199,19.235614776611328
1680703313.153969,11249,19.407184600830078
1680703319.3544772,11299,19.393123626708984
1680703325.8029902,11349,19.35108757019043
1680703338.240088,11449,19.12443733215332
1680703344.527889,11499,19.151138305664062
1680703363.497853,11649,19.056442260742188
1680703393.8693786,11699,19.093250274658203
1680703400.13548,11749,19.31381607055664
1680703419.0080566,11899,19.061107635498047
1680703431.4872317,11999,19.28632354736328
1680703437.7627456,12049,19.131942749023438
1680703487.0686016,12249,19.11925506591797
1680703493.281599,12299,19.14847183227539
1680703499.4671092,12349,19.292837142944336
1680703505.6873882,12399,19.04262351989746
1680703518.1338997,12499,18.964237213134766
1680703543.048098,12699,19.179161071777344
1680703585.6899288,12849,18.873737335205078
1680703598.2425795,12949,19.1669921875
1680703610.707094,13049,18.88968276977539
1680703616.9403112,13099,19.123252868652344
1680703623.171829,13149,19.09965705871582
1680703629.4348297,13199,19.124187469482422
1680703648.2061155,13349,19.161352157592773
1680703691.0203223,13499,19.171812057495117
1680703697.2096431,13549,18.8241024017334
1680703715.8764098,13699,18.735017776489258
1680703802.1953633,14199,18.947105407714844
1680703808.455421,14249,18.831890106201172
1680703814.646931,14299,18.95448112487793
1680703820.8079343,14349,18.851207733154297
1680703833.3637428,14449,18.78141212463379
1680703845.776624,14549,18.837703704833984
1680703882.2255847,14649,18.902950286865234
1680703888.5141025,14699,18.756025314331055
1680703901.0471888,14799,18.76941680908203
1680703913.5071337,14899,18.86705207824707
