Wall time,Step,Value
1680757503.114064,99,0.006083997432142496
1680757521.716354,299,0.006212317850440741
1680757526.3730373,349,0.006527992896735668
1680757531.1046808,399,0.006541225127875805
1680757540.4590561,499,0.00649237958714366
1680757545.118611,549,0.006608651950955391
1680757578.552933,599,0.00647165859118104
1680757601.9158452,849,0.006433264352381229
1680757606.5488682,899,0.006547288037836552
1680757611.2159622,949,0.006175830960273743
1680757615.8588202,999,0.006316893268376589
1680757629.8225362,1149,0.006376947741955519
1680757663.2246113,1199,0.006462307181209326
1680757667.908967,1249,0.006589966360479593
1680757672.6906204,1299,0.006457587704062462
1680757682.178171,1399,0.006601658184081316
1680757691.4069414,1499,0.0068202330730855465
1680757696.1602767,1549,0.006532937288284302
1680757700.8523633,1599,0.006558204535394907
1680757705.542996,1649,0.006876299157738686
1680757748.3488975,1799,0.006899458821862936
1680757757.6013339,1899,0.006914400961250067
1680757762.3263059,1949,0.00698190787807107
1680757767.0282805,1999,0.007070808205753565
1680757771.7371857,2049,0.00705269630998373
1680757780.9974833,2149,0.007024652324616909
1680757785.6743064,2199,0.0071137514896690845
1680757790.3385477,2249,0.007203565910458565
1680757838.0964878,2449,0.007290253881365061
1680757842.811612,2499,0.00706052128225565
1680757847.5179207,2549,0.007328336592763662
1680757852.2123673,2599,0.0076082549057900906
1680757861.627375,2699,0.007487649098038673
1680757918.483044,2999,0.007531475741416216
1680757923.1278784,3049,0.007360305171459913
1680757927.867572,3099,0.0075806546956300735
1680757932.5577266,3149,0.007440429646521807
1680757937.2353332,3199,0.007307941559702158
1680757941.9172478,3249,0.007618424016982317
1680757951.3484125,3349,0.00753594608977437
1680757956.1042387,3399,0.007555963937193155
1680757994.1802838,3499,0.007648790720850229
1680758003.5328436,3599,0.007660834584385157
1680758017.9677372,3749,0.0078175263479352
1680758022.8090146,3799,0.007736958563327789
1680758027.760581,3849,0.007692735176533461
1680758041.8499136,3999,0.007659757975488901
1680758046.4500198,4049,0.007720747031271458
1680758094.2189276,4249,0.008058277890086174
1680758099.001545,4299,0.007866869680583477
1680758103.6046624,4349,0.00780149782076478
1680758108.2870548,4399,0.007788120768964291
1680758112.9823723,4449,0.007826725952327251
1680758122.3829558,4549,0.007912848144769669
1680758131.7006998,4649,0.007795308250933886
1680758165.1999185,4699,0.008006948046386242
1680758169.8934178,4749,0.008040782995522022
1680758174.5302002,4799,0.007948894053697586
1680758183.909121,4899,0.007935336790978909
1680758188.5518546,4949,0.0078038666397333145
1680758193.184048,4999,0.008149657398462296
1680758202.4524484,5099,0.008258919231593609
1680758207.2131171,5149,0.008040267042815685
1680758245.4826517,5249,0.008163977414369583
1680758250.0444105,5299,0.008144832216203213
1680758264.0634246,5449,0.008183029480278492
1680758268.7286687,5499,0.008219295181334019
1680758273.5036068,5549,0.008329776115715504
1680758278.3098757,5599,0.008206752128899097
1680758282.9136786,5649,0.008364439010620117
1680758287.5609477,5699,0.008305077441036701
1680758292.2501457,5749,0.0081919115036726
1680758296.9094718,5799,0.008295534178614616
1680758335.2864869,5899,0.008009418845176697
1680758339.9241803,5949,0.008414048701524734
1680758344.6970713,5999,0.008311574347317219
1680758349.3433821,6049,0.008442402817308903
1680758358.7453606,6149,0.008257360197603703
1680758363.3821464,6199,0.008335545659065247
1680758377.529989,6349,0.008326235227286816
1680758382.1502123,6399,0.00836859829723835
1680758425.109835,6549,0.008449885994195938
1680758435.0653875,6649,0.008390654809772968
1680758439.8402169,6699,0.008506148122251034
1680758444.4848406,6749,0.008536313660442829
1680758449.1483388,6799,0.00837123766541481
1680758453.7382061,6849,0.008525739423930645
1680758458.4363499,6899,0.008585212752223015
1680758463.113707,6949,0.008369702845811844
1680758501.4268308,7049,0.008406681008636951
1680758515.4492204,7199,0.008749609813094139
1680758524.8272893,7299,0.008430154994130135
1680758538.780289,7449,0.008858637884259224
